Power Law graph parameters:
m=2	 alpha=2.5	 Nv=5000	 Ne=30000
beta=37 	  p=0.666667 
27520	4723	4539
27521	4723	3303
27522	4724	3393
27523	4724	72
27524	3701	3545
27525	1106	810
27526	1383	3165
27527	2052	2432
27528	3180	3257
27529	3322	2547
27530	4698	2882
27531	523	4301
27532	4309	3588
27533	968	2820
27534	528	2344
27535	2938	2703
27536	4725	1213
27537	4725	401
27538	4726	495
27539	4726	1813
27540	4727	2910
27541	4727	4288
27542	4728	1515
27543	4728	444
27544	2423	3703
27545	910	4040
27546	4729	4681
27547	4729	3494
27548	4730	2526
27549	4730	261
27550	4731	2449
27551	4731	3350
27552	2320	3892
27553	2883	2785
27554	4732	1600
27555	4732	3407
27556	389	778
27557	1211	1602
27558	4733	982
27559	4733	2128
27560	4734	928
27561	4734	691
27562	3478	3274
27563	4007	3801
27564	4735	4532
27565	4735	1837
27566	4736	2752
27567	4736	4606
27568	3656	1363
27569	1556	746
27570	4737	1078
27571	4737	4002
27572	3570	2536
27573	908	1119
27574	4738	4097
27575	4738	3523
27576	3927	1467
27577	384	1970
27578	1942	1013
27579	1098	2462
27580	4739	4138
27581	4739	776
27582	4359	2244
27583	740	2349
27584	1582	367
27585	3225	3757
27586	1968	1844
27587	3323	4240
27588	4498	2190
27589	3921	2533
27590	729	1945
27591	701	932
27592	2637	945
27593	3474	4402
27594	4161	1884
27595	2139	3425
27596	4740	2931
27597	4740	3445
27598	3615	4693
27599	3751	609
27600	100	3068
27601	2410	1882
27602	3524	4066
27603	1161	3615
27604	1065	4403
27605	4537	2659
27606	3895	1816
27607	2073	935
27608	2250	2982
27609	2073	4640
27610	3008	1387
27611	4140	4455
27612	1489	1601
27613	3440	2738
27614	3520	3962
27615	3666	2739
27616	3225	3922
27617	2464	2706
27618	4229	2351
27619	1237	258
27620	2881	2237
27621	642	63
27622	4741	3401
27623	4741	2337
27624	3986	33
27625	2540	3632
27626	1225	2857
27627	2500	2506
27628	4742	2081
27629	4742	1994
27630	1966	475
27631	2699	2645
27632	4743	3991
27633	4743	3019
27634	4073	3623
27635	4653	2949
27636	4744	3005
27637	4744	2196
27638	4745	2373
27639	4745	3035
27640	4746	2153
27641	4746	2818
27642	4747	3751
27643	4747	2449
27644	4748	581
27645	4748	2878
27646	4688	1870
27647	2411	1655
27648	206	2664
27649	2722	513
27650	4655	2781
27651	2517	4188
27652	4325	2515
27653	3559	3863
27654	4675	4398
27655	3451	1906
27656	4682	4402
27657	523	3113
27658	1986	4277
27659	4404	1312
27660	4401	1665
27661	4239	2456
27662	3392	2147
27663	3856	48
27664	4749	3796
27665	4749	2627
27666	2953	4258
27667	4256	4034
27668	4750	3113
27669	4750	1922
27670	3380	368
27671	3901	1629
27672	4751	2738
27673	4751	1914
27674	2343	2340
27675	2651	2291
27676	4752	2392
27677	4752	2615
27678	2043	2052
27679	1352	1760
27680	4753	4030
27681	4753	1764
27682	1338	4042
27683	3130	2508
27684	4754	866
27685	4754	3604
27686	1586	4072
27687	216	4442
27688	4755	3143
27689	4755	2949
27690	4756	1773
27691	4756	1685
27692	4757	3521
27693	4757	3238
27694	4289	2299
27695	2637	2756
27696	1928	3809
27697	835	1984
27698	3806	992
27699	2799	2675
27700	892	783
27701	3074	4156
27702	4758	2257
27703	4758	4125
27704	2531	3913
27705	3921	4653
27706	4694	4564
27707	4709	4591
27708	3564	2804
27709	4080	2187
27710	3827	1603
27711	2295	2688
27712	1908	3802
27713	2102	2332
27714	4560	2968
27715	2024	2716
27716	4759	2283
27717	4759	3332
27718	573	2337
27719	915	1522
27720	3162	2179
27721	2947	3156
27722	3704	826
27723	3893	2423
27724	4760	2414
27725	4760	1892
27726	4173	1145
27727	3248	1185
27728	2094	3481
27729	4112	1360
27730	4166	4579
27731	1637	3590
27732	3869	3176
27733	338	4119
27734	4761	1296
27735	4761	4437
27736	2522	2884
27737	1854	3038
27738	4529	666
27739	3807	1186
27740	1555	1175
27741	1574	839
27742	3889	3079
27743	2098	3480
27744	4762	760
27745	4762	603
27746	1400	4740
27747	2454	2197
27748	3654	1470
27749	3602	3179
27750	2854	3100
27751	1924	4507
27752	112	4045
27753	4548	3439
27754	3114	3838
27755	1816	2085
27756	1347	873
27757	3578	2072
27758	2937	2180
27759	4396	3495
27760	2903	2857
27761	1997	576
27762	4355	1900
27763	2475	3466
27764	4763	2749
27765	4763	3243
27766	2905	3601
27767	121	3686
27768	3491	735
27769	3793	2949
27770	4764	2307
27771	4764	3583
27772	905	2443
27773	3456	2702
27774	1437	4211
27775	3988	4030
27776	3449	2006
27777	2894	3875
27778	4765	4206
27779	4765	3712
27780	1945	20
27781	4598	2168
27782	2937	2083
27783	1737	504
27784	3496	3263
27785	2522	2442
27786	4430	1391
27787	2721	1781
27788	2418	3444
27789	2475	1831
27790	2897	2567
27791	4501	2203
27792	4766	2599
27793	4766	2390
27794	2660	3942
27795	2388	2626
27796	70	2825
27797	236	2530
27798	4767	3249
27799	4767	2389
27800	4553	3478
27801	2728	4056
27802	3443	4552
27803	418	4427
27804	4768	4474
27805	4768	3186
27806	4769	2976
27807	4769	744
27808	4770	2972
27809	4770	3102
27810	2907	192
27811	2860	2266
27812	2243	2499
27813	1003	826
27814	2510	3866
27815	3122	2537
27816	3813	648
27817	554	3788
27818	359	3112
27819	2805	3719
27820	4771	149
27821	4771	139
27822	3026	4532
27823	1649	1201
27824	660	4110
27825	2175	4620
27826	1382	2248
27827	2564	2763
27828	4772	3171
27829	4772	4506
27830	3610	2022
27831	997	738
27832	1852	2489
27833	1705	1748
27834	1462	4553
27835	4437	573
27836	4750	3181
27837	1000	2813
27838	2704	3758
27839	3781	2857
27840	4773	3653
27841	4773	2649
27842	946	488
27843	3131	3361
27844	2458	3544
27845	719	2336
27846	4774	2145
27847	4774	2031
27848	3660	4212
27849	2194	1915
27850	4775	2791
27851	4775	3506
27852	4504	4428
27853	4723	3698
27854	1416	3557
27855	1788	2447
27856	4776	1928
27857	4776	3565
27858	4632	4536
27859	3349	1818
27860	2331	1552
27861	1126	3866
27862	3891	3765
27863	799	1611
27864	980	4194
27865	4722	1978
27866	4694	3380
27867	1480	4349
27868	3317	3940
27869	1159	2789
27870	3785	4770
27871	2326	4486
27872	4437	1215
27873	3724	4415
27874	4777	4422
27875	4777	3817
27876	4778	2778
27877	4778	4379
27878	890	2308
27879	4311	2236
27880	4779	1216
27881	4779	3711
27882	2541	1593
27883	224	2405
27884	2158	4627
27885	3335	2704
27886	4780	3792
27887	4780	3029
27888	2387	1596
27889	264	1867
27890	3600	3890
27891	3451	2746
27892	3519	2930
27893	2934	3865
27894	1290	1921
27895	3767	1184
27896	4781	3240
27897	4781	298
27898	3251	3773
27899	4512	1205
27900	1843	3914
27901	1506	1547
27902	2104	401
27903	2319	4173
27904	4782	245
27905	4782	4765
27906	4783	2480
27907	4783	1754
27908	4784	685
27909	4784	341
27910	1710	4201
27911	563	1465
27912	3172	2495
27913	386	1308
27914	4785	3485
27915	4785	554
27916	1527	3324
27917	1804	2905
27918	4299	1202
27919	1013	2381
27920	1743	4551
27921	2074	377
27922	662	2383
27923	4499	2373
27924	4786	1850
27925	4786	4306
27926	2511	2246
27927	1593	1385
27928	1732	3073
27929	4475	1860
27930	4251	2016
27931	2898	1200
27932	2104	1604
27933	2771	4236
27934	4787	3895
27935	4787	2930
27936	911	3844
27937	4299	1998
27938	3258	4043
27939	3336	619
27940	4788	3148
27941	4788	206
27942	1956	1345
27943	2042	2558
27944	889	1335
27945	1279	4673
27946	2040	1211
27947	1063	1583
27948	4789	3661
27949	4789	15
27950	4790	1403
27951	4790	4490
27952	4791	4222
27953	4791	1457
27954	4792	2083
27955	4792	4376
27956	1450	2938
27957	905	4496
27958	4363	4505
27959	4443	1400
27960	2588	4488
27961	4126	1727
27962	4220	4158
27963	2252	3959
27964	3958	2203
27965	2200	3774
27966	4400	500
27967	3859	4412
27968	2628	4590
27969	1956	4537
27970	258	3670
27971	367	2209
27972	4793	4706
27973	4793	1844
27974	4794	2211
27975	4794	4267
27976	140	408
27977	3600	3248
27978	4795	1589
27979	4795	256
27980	4796	3395
27981	4796	656
27982	1662	3904
27983	3845	3151
27984	3839	2215
27985	1708	2679
27986	3046	4348
27987	2070	4607
27988	4797	1680
27989	4797	2860
27990	4249	4739
27991	3370	4377
27992	661	1124
27993	2147	2159
27994	4798	3145
27995	4798	3682
27996	1791	392
27997	2044	1407
27998	2865	2069
27999	2127	970
28000	4799	3045
28001	4799	3760
28002	4063	3120
28003	3132	2682
28004	1045	3866
28005	2692	2309
28006	4800	4423
28007	4800	2428
28008	4801	1561
28009	4801	4101
28010	4802	4662
28011	4802	3375
28012	2234	3682
28013	3704	2318
28014	2519	1963
28015	2123	4393
28016	4803	3357
28017	4803	2063
28018	1912	4233
28019	4343	3661
28020	4804	3273
28021	4804	2891
28022	2619	2125
28023	2815	4774
28024	1790	2074
28025	1431	3579
28026	4805	4429
28027	4805	2606
28028	4806	3959
28029	4806	3350
28030	2785	2283
28031	1208	290
28032	1892	4643
28033	2339	1680
28034	715	2828
28035	4072	3480
28036	4208	4384
28037	39	3001
28038	4807	4076
28039	4807	4330
28040	4808	3994
28041	4808	2838
28042	3330	2242
28043	1967	2721
28044	4809	4557
28045	4809	2959
28046	4810	2684
28047	4810	4176
28048	1146	1034
28049	1553	4236
28050	4811	4192
28051	4811	996
28052	4759	1759
28053	3747	660
28054	4812	840
28055	4812	1466
28056	4270	4715
28057	1215	1991
28058	655	3375
28059	2636	3056
28060	1204	3994
28061	2271	3662
28062	2958	1258
28063	2458	1196
28064	4813	2464
28065	4813	2747
28066	4660	4670
28067	4101	4379
28068	4814	1280
28069	4814	3779
28070	299	3414
28071	3078	3071
28072	4343	3776
28073	2383	3482
28074	4815	585
28075	4815	4440
28076	4681	3480
28077	996	3047
28078	742	2879
28079	3512	3249
28080	4704	1204
28081	4322	4354
28082	4140	4527
28083	1714	4521
28084	4816	4201
28085	4816	2073
28086	3406	877
28087	4145	940
28088	4817	4354
28089	4817	2920
28090	957	806
28091	4594	719
28092	4123	1129
28093	4495	1236
28094	4818	1575
28095	4818	472
28096	4819	3458
28097	4819	4321
28098	4820	2963
28099	4820	1854
28100	2410	2187
28101	4369	2702
28102	3693	2045
28103	959	4160
28104	4821	3896
28105	4821	1673
28106	2379	1892
28107	2341	4118
28108	4692	2900
28109	4094	1551
28110	1775	1867
28111	1612	3571
28112	2660	2832
28113	554	2704
28114	4822	3101
28115	4822	3062
28116	1511	2509
28117	2045	3292
28118	4823	3751
28119	4823	4458
28120	4824	1991
28121	4824	2083
28122	4825	238
28123	4825	1876
28124	2282	1645
28125	4651	2789
28126	348	1953
28127	4652	3839
28128	452	625
28129	4648	3052
28130	3938	2979
28131	4205	721
28132	2408	4220
28133	404	3686
28134	4826	2040
28135	4826	4498
28136	4827	3488
28137	4827	4053
28138	4828	1114
28139	4828	3885
28140	3355	1843
28141	4686	3488
28142	3653	335
28143	3978	4198
28144	705	1169
28145	57	4716
28146	2735	1427
28147	3279	1115
28148	711	4273
28149	1477	1788
28150	4829	4323
28151	4829	3149
28152	393	1061
28153	1269	906
28154	4830	2489
28155	4830	2299
28156	1834	2129
28157	787	1389
28158	4831	3538
28159	4831	4252
28160	4730	2720
28161	3398	4135
28162	4124	2034
28163	3083	514
28164	3213	4252
28165	2065	4769
28166	3847	1336
28167	417	1209
28168	3791	2719
28169	2310	4765
28170	4391	4806
28171	1669	1737
28172	1524	2726
28173	1302	3014
28174	4832	4614
28175	4832	3229
28176	1074	3677
28177	1808	2957
28178	3811	4320
28179	3878	3198
28180	2624	4345
28181	3659	3724
28182	2503	4207
28183	2971	4772
28184	1776	3220
28185	3652	2695
28186	3181	2351
28187	3809	1122
28188	3975	3829
28189	3682	2488
28190	3982	4035
28191	4781	1551
28192	4833	81
28193	4833	1080
28194	3430	2582
28195	2222	2886
28196	4634	2714
28197	971	1100
28198	4834	932
28199	4834	3052
28200	3470	2818
28201	96	4208
28202	4835	1160
28203	4835	2755
28204	4179	1600
28205	2838	2945
28206	4836	2303
28207	4836	1578
28208	1323	2815
28209	4101	1892
28210	3119	2498
28211	1523	2286
28212	4837	3027
28213	4837	2983
28214	4285	4396
28215	4775	2743
28216	4838	3357
28217	4838	2081
28218	4195	3028
28219	1014	2597
28220	494	3681
28221	3055	1984
28222	4839	415
28223	4839	942
28224	4840	1572
28225	4840	4369
28226	1744	3546
28227	2064	4119
28228	3746	716
28229	3119	4629
28230	4305	1131
28231	3719	4488
28232	4841	3898
28233	4841	2690
28234	3080	4039
28235	3479	3338
28236	4842	3983
28237	4842	298
28238	3293	2002
28239	1061	4130
28240	4843	2377
28241	4843	1642
28242	4844	4043
28243	4844	1529
28244	2028	1875
28245	3760	4804
28246	3294	739
28247	3448	1675
28248	3338	2814
28249	3509	879
28250	1010	2079
28251	415	4511
28252	4845	1244
28253	4845	1636
28254	4846	1086
28255	4846	1772
28256	3142	4649
28257	722	4099
28258	1894	1772
28259	2571	4376
28260	4486	2857
28261	1867	699
28262	1410	4484
28263	3696	2556
28264	4847	3281
28265	4847	3702
28266	1401	4433
28267	1853	3519
28268	3044	3570
28269	1403	1689
28270	3581	3743
28271	2578	2157
28272	1654	2731
28273	4677	4273
28274	4848	3505
28275	4848	4538
28276	3397	312
28277	1616	3556
28278	4849	1438
28279	4849	1397
28280	2475	4213
28281	1016	4187
28282	2939	3013
28283	672	3551
28284	1789	1947
28285	1761	401
28286	2266	1863
28287	2640	1495
28288	1521	4406
28289	4596	2101
28290	4850	2374
28291	4850	3329
28292	4851	4432
28293	4851	1330
28294	2950	4488
28295	4533	3965
28296	1716	1136
28297	4064	3408
28298	4852	1443
28299	4852	3460
28300	2004	4157
28301	3514	1642
28302	4347	2248
28303	2715	1508
28304	4124	3270
28305	3401	550
28306	1128	2211
28307	2544	2093
28308	2925	160
28309	4067	550
28310	3420	2399
28311	4429	4741
28312	1207	1035
28313	3774	1399
28314	3723	879
28315	848	3429
28316	1803	3097
28317	3280	1029
28318	4853	2689
28319	4853	4284
28320	4854	3946
28321	4854	3312
28322	3032	4314
28323	4594	2567
28324	2672	1893
28325	3172	3098
28326	3748	3277
28327	4480	1147
28328	1244	4324
28329	3949	4334
28330	1664	2917
28331	1852	4300
28332	3867	2619
28333	3427	4715
28334	994	1839
28335	2794	2567
28336	4855	938
28337	4855	3342
28338	1763	1864
28339	1014	4215
28340	4120	2179
28341	1975	3796
28342	1684	492
28343	4437	2391
28344	4856	2206
28345	4856	3615
28346	4857	758
28347	4857	2973
28348	1341	744
28349	2147	1425
28350	4858	876
28351	4858	2594
28352	4558	4722
28353	3063	2345
28354	4859	3966
28355	4859	4454
28356	3314	2912
28357	3262	2253
28358	3586	2797
28359	1115	1685
28360	1950	3809
28361	4820	4563
28362	1981	2000
28363	2267	4268
28364	2567	4169
28365	2461	1549
28366	1324	3947
28367	2999	2459
28368	1233	2196
28369	2548	4699
28370	4635	2338
28371	875	4084
28372	4860	486
28373	4860	1084
28374	1125	2250
28375	1830	2863
28376	4164	2237
28377	4252	1681
28378	3222	3285
28379	4061	3887
28380	4861	3314
28381	4861	774
28382	2547	2755
28383	3630	2261
28384	4862	4825
28385	4862	2147
28386	1945	901
28387	2557	3913
28388	4863	3024
28389	4863	4559
28390	4698	2116
28391	2118	3406
28392	3139	1008
28393	1545	627
28394	2514	2685
28395	1641	4821
28396	4098	254
28397	683	2469
28398	421	4426
28399	2989	3110
28400	4864	4773
28401	4864	4785
28402	4865	4837
28403	4865	577
28404	2156	3772
28405	3672	4469
28406	4866	4098
28407	4866	4657
28408	3786	2692
28409	4850	4136
28410	2375	1770
28411	3954	1925
28412	4867	2611
28413	4867	3274
28414	2935	306
28415	2814	3017
28416	3364	4023
28417	4256	2236
28418	2272	4375
28419	4684	2961
28420	4868	4204
28421	4868	1980
28422	4869	550
28423	4869	4610
28424	2672	394
28425	1404	2870
28426	1391	4162
28427	1976	3513
28428	4500	4812
28429	4492	4795
28430	4870	4047
28431	4870	2472
28432	3398	2727
28433	1031	1192
28434	3248	2581
28435	4781	2148
28436	4871	2314
28437	4871	2699
28438	1567	3521
28439	3535	806
28440	4872	4496
28441	4872	3172
28442	2780	1909
28443	3588	4872
28444	658	1251
28445	2614	529
28446	1487	1446
28447	3984	3548
28448	4873	114
28449	4873	3244
28450	2544	2155
28451	2420	3206
28452	2661	1583
28453	3798	4652
28454	4874	2923
28455	4874	2649
28456	3955	3583
28457	4554	3827
28458	2213	1730
28459	1401	3318
28460	730	1797
28461	3780	3391
28462	4875	175
28463	4875	4132
28464	4876	2990
28465	4876	1671
28466	4877	4348
28467	4877	4031
28468	4878	1801
28469	4878	1875
28470	2557	4507
28471	4139	2206
28472	4504	2705
28473	1624	3615
28474	2863	3344
28475	3391	2313
28476	4879	4703
28477	4879	3384
28478	855	4354
28479	2064	2902
28480	4877	3016
28481	4565	3790
28482	3709	2846
28483	3462	4349
28484	4880	3797
28485	4880	3931
28486	4881	3965
28487	4881	4868
28488	1767	3478
28489	1975	3454
28490	2465	1020
28491	1444	2579
28492	1039	3617
28493	2784	3147
28494	924	3116
28495	2420	710
28496	4882	4147
28497	4882	3491
28498	4883	666
28499	4883	2583
28500	1212	4312
28501	3592	1425
28502	3018	2116
28503	180	1825
28504	1749	739
28505	2420	3984
28506	4065	3340
28507	4468	4488
28508	4287	3164
28509	2319	1423
28510	4639	1609
28511	3066	592
28512	4884	3034
28513	4884	4134
28514	4700	3987
28515	4849	4490
28516	1623	4639
28517	1606	4060
28518	2194	4760
28519	4726	1412
28520	4885	3199
28521	4885	2218
28522	4886	406
28523	4886	3223
28524	924	713
28525	3594	1472
28526	4887	4248
28527	4887	3691
28528	4888	4110
28529	4888	4304
28530	4889	1908
28531	4889	4225
28532	747	2895
28533	1180	2177
28534	4641	2000
28535	986	4075
28536	3050	645
28537	1848	3622
28538	3474	3791
28539	1059	4275
28540	1753	3297
28541	4515	2861
28542	1494	3450
28543	3495	1358
28544	4478	1542
28545	4062	2547
28546	777	1974
28547	3705	3874
28548	2346	2110
28549	4392	3882
28550	4890	3978
28551	4890	2229
28552	4891	4406
28553	4891	4707
28554	1972	4746
28555	3601	1914
28556	1795	997
28557	1998	2151
28558	3238	3153
28559	2548	1076
28560	1884	3140
28561	2337	3508
28562	1773	2166
28563	4108	1794
28564	3474	3985
28565	4390	4378
28566	4892	3093
28567	4892	361
28568	3349	4746
28569	2153	4879
28570	4893	971
28571	4893	1922
28572	4894	3741
28573	4894	2674
28574	1635	1175
28575	3158	904
28576	4895	4715
28577	4895	4510
28578	800	716
28579	3278	2484
28580	4022	1531
28581	3756	3040
28582	4366	4605
28583	4378	1643
28584	1435	3265
28585	4801	3384
28586	1025	2976
28587	3669	4868
28588	4853	3388
28589	340	3543
28590	1460	822
28591	1059	1711
28592	3515	556
28593	3517	3391
28594	3182	3596
28595	2810	650
28596	4079	1860
28597	2219	3628
28598	2837	2684
28599	2514	3673
28600	1996	2847
28601	2439	3814
28602	4896	4497
28603	4896	3477
28604	4897	1327
28605	4897	3511
28606	3092	2263
28607	2523	3182
28608	2938	2402
28609	2892	4826
28610	1855	3325
28611	321	3627
28612	4898	1218
28613	4898	312
28614	206	3582
28615	3163	4830
28616	4740	3960
28617	4550	3942
28618	261	1573
28619	3773	2430
28620	3972	1198
28621	2106	4387
28622	1668	3860
28623	2801	681
28624	4899	1160
28625	4899	2837
28626	4900	1106
28627	4900	4478
28628	4901	4584
28629	4901	2794
28630	617	3649
28631	2956	3945
28632	1456	4167
28633	1655	1072
28634	4694	4093
28635	383	413
28636	4467	2205
28637	4809	1997
28638	1442	4686
28639	2734	2464
28640	3455	3430
28641	23	3472
28642	1752	2790
28643	1977	1780
28644	4902	2941
28645	4902	1614
28646	994	4246
28647	2623	4219
28648	3551	1271
28649	2250	1444
28650	2511	3413
28651	4897	3709
28652	4903	2960
28653	4903	4148
28654	4033	3501
28655	3894	3641
28656	4904	4240
28657	4904	2337
28658	4200	2168
28659	4576	602
28660	2007	4401
28661	2498	953
28662	2906	652
28663	4837	1097
28664	4905	211
28665	4905	542
28666	1059	1523
28667	1591	1476
28668	2199	3831
28669	4904	3662
28670	4841	4167
28671	1871	2259
28672	835	2851
28673	1812	2241
28674	4303	671
28675	1912	329
28676	4906	1255
28677	4906	1986
28678	902	154
28679	4301	2495
28680	809	3204
28681	3598	3537
28682	4907	1310
28683	4907	3181
28684	3425	4838
28685	4162	3886
28686	4908	2972
28687	4908	4617
28688	4909	2843
28689	4909	3720
28690	4204	1459
28691	2528	2165
28692	4787	4597
28693	956	1000
28694	4910	774
28695	4910	1558
28696	4911	4066
28697	4911	3581
28698	4912	1180
28699	4912	3081
28700	2187	4527
28701	1239	2846
28702	4913	2401
28703	4913	3656
28704	4914	4136
28705	4914	2415
28706	4915	2964
28707	4915	400
28708	2361	3285
28709	2819	2014
28710	159	1813
28711	1253	2246
28712	2592	3665
28713	698	4832
28714	1459	747
28715	990	3643
28716	3344	2691
28717	3658	1351
28718	3262	2570
28719	939	2871
28720	3948	3161
28721	837	2426
28722	4916	785
28723	4916	4338
28724	4917	4508
28725	4917	4692
28726	2643	3348
28727	4158	2009
28728	4116	4206
28729	4780	1874
28730	2193	3739
28731	1757	1736
28732	712	2029
28733	3391	2979
28734	2367	4156
28735	4330	4879
28736	2110	4349
28737	2879	1995
28738	4829	4036
28739	172	4255
28740	3794	1692
28741	3666	3825
28742	4918	1244
28743	4918	3037
28744	4919	3133
28745	4919	4495
28746	4286	395
28747	3555	4421
28748	2533	622
28749	1244	199
28750	1969	4545
28751	3261	4336
28752	2866	1641
28753	1843	3785
28754	655	3219
28755	1587	1181
28756	1403	3715
28757	745	4851
28758	2923	2947
28759	2122	2901
28760	1289	2960
28761	4559	304
28762	2579	585
28763	3325	4885
28764	3459	2958
28765	2991	1942
28766	4920	3840
28767	4920	2417
28768	4921	3514
28769	4921	2255
28770	2226	1941
28771	3484	3633
28772	597	4298
28773	4327	2308
28774	3493	3765
28775	1762	1088
28776	4922	1490
28777	4922	3670
28778	1781	3594
28779	4816	4613
28780	4587	893
28781	3792	2578
28782	3173	1302
28783	3139	4541
28784	3033	4498
28785	118	644
28786	4923	4317
28787	4923	3986
